id,date,store_nbr,onpromotion,sales_per_trans
104,2013-04-16,48,0,2.055057096247961
105,2013-04-17,48,0,1.657488527325824
106,2013-04-18,48,0,1.6620473848904784
107,2013-04-19,48,0,1.5107569721115537
108,2013-04-20,48,0,2.2550740537575424
109,2013-04-21,48,0,2.4158415841584158
110,2013-04-22,48,0,1.836734693877551
111,2013-04-23,48,0,1.74937343358396
112,2013-04-24,48,0,1.6201708011386742
113,2013-04-25,48,0,1.5699597675458203
114,2013-04-26,48,0,1.4612176814011677
115,2013-04-27,48,0,2.1310626702997277
116,2013-04-28,48,0,2.54421768707483
117,2013-04-29,48,0,2.0157703194500605
118,2013-04-30,48,0,1.8481653310839308
119,2013-05-01,48,0,2.6458153580672996
120,2013-05-02,48,0,2.098502758077226
121,2013-05-03,48,0,1.9741028486866445
122,2013-05-04,48,0,2.424299505533318
123,2013-05-05,48,0,2.8502309214866943
124,2013-05-06,48,0,2.1861163227016887
125,2013-05-07,48,0,1.8819725141471302
126,2013-05-08,48,0,1.8211446740858506
127,2013-05-09,48,0,1.7178658043654003
128,2013-05-10,48,0,1.492166602980512
129,2013-05-11,48,0,1.7501067008109261
130,2013-05-12,48,0,1.657347670250896
131,2013-05-13,48,0,2.037872340425532
132,2013-05-14,48,0,1.9047165316817531
133,2013-05-15,48,0,1.7385188249896566
134,2013-05-16,48,0,1.7617003005581795
135,2013-05-17,48,0,1.6161535385845662
136,2013-05-18,48,0,2.0531523890302514
137,2013-05-19,48,0,2.4243595940067664
138,2013-05-20,48,0,2.0256410256410255
139,2013-05-21,48,0,1.6562067374250116
140,2013-05-22,48,0,1.5983935742971886
141,2013-05-23,48,0,1.6631989596879064
142,2013-05-24,48,0,1.9824881430134986
143,2013-05-25,48,0,2.063571850975754
144,2013-05-26,48,0,2.3745492014425555
145,2013-05-27,48,0,1.8997373029772329
146,2013-05-28,48,0,1.9763341067285383
147,2013-05-29,48,0,1.6321055025011368
148,2013-05-30,48,0,1.594787725935267
149,2013-05-31,48,0,1.8001528467711119
150,2013-06-01,48,0,2.7025213971778856
151,2013-06-02,48,0,3.486746422707014
152,2013-06-03,48,0,2.605728429985856
153,2013-06-04,48,0,2.357142857142857
154,2013-06-05,48,0,1.9698012232415902
155,2013-06-06,48,0,1.7733735458853943
156,2013-06-07,48,0,1.759090909090909
157,2013-06-08,48,0,2.2081021087680357
158,2013-06-09,48,0,2.5609813084112147
159,2013-06-10,48,0,1.9303418803418804
160,2013-06-11,48,0,1.641962944416625
161,2013-06-12,48,0,1.6969561324977618
162,2013-06-13,48,0,1.4585296889726673
163,2013-06-14,48,0,1.487603305785124
164,2013-06-15,48,0,1.849607982893799
165,2013-06-16,48,0,1.9754098360655739
166,2013-06-17,48,0,1.9607760438633488
167,2013-06-18,48,0,1.8147984049623394
168,2013-06-19,48,0,1.7319770013268465
169,2013-06-20,48,0,1.6319505736981466
170,2013-06-21,48,0,1.634771986970684
171,2013-06-22,48,0,2.0499261447562778
172,2013-06-23,48,0,2.5963463463463463
173,2013-06-24,48,0,1.884180790960452
174,2013-06-25,48,0,1.7218045112781954
175,2013-06-26,48,0,1.5552380952380953
176,2013-06-27,48,0,1.5228276877761413
177,2013-06-28,48,0,1.84862012987013
178,2013-06-29,48,0,2.6790611814345993
179,2013-06-30,48,0,2.8966643340331233
180,2013-07-01,48,0,2.822214696918388
181,2013-07-02,48,0,2.4189882697947214
182,2013-07-03,48,0,2.3247148288973385
183,2013-07-04,48,0,1.9592577652279144
184,2013-07-05,48,0,1.9815668202764978
185,2013-07-06,48,0,2.297035040431267
186,2013-07-07,48,0,2.4231145935357494
187,2013-07-08,48,0,2.038385437277404
188,2013-07-09,48,0,1.7653606411398042
189,2013-07-10,48,0,1.6301546391752577
190,2013-07-11,48,0,1.7189021691013724
191,2013-07-12,48,0,1.6415800415800417
192,2013-07-13,48,0,2.015129888666857
193,2013-07-14,48,0,2.1924629878869446
194,2013-07-15,48,0,1.9631422189128815
195,2013-07-16,48,0,1.905706191825172
196,2013-07-17,48,0,1.755327868852459
197,2013-07-18,48,0,1.5995824634655533
198,2013-07-19,48,0,1.572436695724367
199,2013-07-20,48,0,2.0857487922705316
200,2013-07-21,48,0,2.083600427350427
201,2013-07-22,48,0,1.8893265064986215
202,2013-07-23,48,0,1.8708595387840672
203,2013-07-24,48,0,1.716260162601626
204,2013-07-25,48,0,1.7461697722567289
205,2013-07-26,48,0,1.7156111335215813
206,2013-07-27,48,0,2.047031158142269
207,2013-07-28,48,0,2.345367666578179
208,2013-07-29,48,0,1.9991624790619766
209,2013-07-30,48,0,2.061505376344086
210,2013-07-31,48,0,2.154124457308249
211,2013-08-01,48,0,2.398721399730821
212,2013-08-02,48,0,2.2784431137724552
213,2013-08-03,48,0,2.5439473684210525
214,2013-08-04,48,0,2.81301775147929
215,2013-08-05,48,0,2.366367403314917
216,2013-08-06,48,0,2.2179969879518073
217,2013-08-07,48,0,2.0154128440366974
218,2013-08-08,48,0,1.9870401337792643
219,2013-08-09,48,0,1.730727470141151
220,2013-08-10,48,0,1.960644007155635
221,2013-08-11,48,0,2.122965641952984
222,2013-08-12,48,0,2.000766283524904
223,2013-08-13,48,0,1.6017736486486487
224,2013-08-14,48,0,1.5186804451510334
225,2013-08-15,48,0,1.5850515463917525
226,2013-08-16,48,0,1.6446086664427275
227,2013-08-17,48,0,1.9614093959731544
228,2013-08-18,48,0,2.2422721268163803
229,2013-08-19,48,0,1.97177267595032
230,2013-08-20,48,0,1.7154728927582112
231,2013-08-21,48,0,1.7677469135802468
232,2013-08-22,48,0,1.424378312270689
233,2013-08-23,48,0,1.8456449834619626
234,2013-08-24,48,0,1.9099047069015305
235,2013-08-25,48,0,2.140500128899201
236,2013-08-26,48,0,1.864118092354277
237,2013-08-27,48,0,1.7074859368238857
238,2013-08-28,48,0,1.70117266477962
239,2013-08-29,48,0,1.7787903893951946
240,2013-08-30,48,0,1.7886959734022903
241,2013-08-31,48,0,2.448638931689779
242,2013-09-01,48,0,3.100431034482759
243,2013-09-02,48,0,2.86112934996717
244,2013-09-03,48,0,2.3060435699226987
245,2013-09-04,48,0,2.1665487977369167
246,2013-09-05,48,0,1.9398843930635838
247,2013-09-06,48,0,1.8423122296500196
248,2013-09-07,48,0,2.386146095717884
249,2013-09-08,48,0,2.7813875497799203
250,2013-09-09,48,0,2.138335287221571
251,2013-09-10,48,0,1.7874050915587316
252,2013-09-11,48,0,1.743811881188119
253,2013-09-12,48,0,1.675761709868122
254,2013-09-13,48,0,1.6895093062605753
255,2013-09-14,48,0,2.0151679306608883
256,2013-09-15,48,0,2.451549914571638
257,2013-09-16,48,0,2.020642201834862
258,2013-09-17,48,0,1.8862456747404843
259,2013-09-18,48,0,1.7853962600178095
260,2013-09-19,48,0,1.6625961103573044
261,2013-09-20,48,0,1.7174295774647887
262,2013-09-21,48,0,2.1410870177414814
263,2013-09-22,48,0,2.4194630872483223
264,2013-09-23,48,0,2.050436854646545
265,2013-09-24,48,0,1.945631970260223
266,2013-09-25,48,0,1.9194419441944195
267,2013-09-26,48,0,1.6122448979591837
268,2013-09-27,48,0,1.7092924126172209
269,2013-09-28,48,0,2.4514802631578947
270,2013-09-29,48,0,2.7039503904455673
271,2013-09-30,48,0,2.4566082802547773
272,2013-10-01,48,0,2.9568684305907937
273,2013-10-02,48,0,2.7544483985765122
274,2013-10-03,48,0,2.29079415250889
275,2013-10-04,48,0,2.1897142857142855
276,2013-10-05,48,0,2.7471772214040255
277,2013-10-06,48,0,3.110988282113641
278,2013-10-07,48,0,2.177751847530144
279,2013-10-08,48,0,1.9601040763226365
280,2013-10-09,48,0,1.734051724137931
281,2013-10-10,48,0,1.657496561210454
282,2013-10-11,48,0,2.0140105078809105
283,2013-10-12,48,0,2.192167832167832
284,2013-10-13,48,0,2.4793977812995247
285,2013-10-14,48,0,1.9806201550387597
286,2013-10-15,48,0,1.7117537313432836
287,2013-10-16,48,0,2.0700819672131145
288,2013-10-17,48,0,1.737095363079615
289,2013-10-18,48,0,1.590185676392573
290,2013-10-19,48,0,2.254344827586207
291,2013-10-20,48,0,2.3969641214351425
292,2013-10-21,48,0,1.8858173076923077
293,2013-10-22,48,0,1.6783733826247689
294,2013-10-23,48,0,2.024597495527728
295,2013-10-24,48,0,1.6458333333333333
296,2013-10-25,48,0,1.7625109745390695
297,2013-10-26,48,0,2.358813462635482
298,2013-10-27,48,0,2.7051187852069556
299,2013-10-28,48,0,2.182453077258839
300,2013-10-29,48,0,1.878351539225422
301,2013-10-30,48,0,1.8057777777777777
302,2013-10-31,48,0,1.8941126641253707
303,2013-11-01,48,0,2.331982313927782
304,2013-11-02,48,0,2.879357231149567
305,2013-11-03,48,0,3.3187554395126195
306,2013-11-04,48,0,2.7254901960784315
307,2013-11-05,48,0,2.302969502407705
308,2013-11-06,48,0,2.2073027090694937
309,2013-11-07,48,0,1.8307692307692307
310,2013-11-08,48,0,1.9038386971694454
311,2013-11-09,48,0,2.538818674232654
312,2013-11-10,48,0,2.7845303867403315
313,2013-11-11,48,0,2.046783625730994
314,2013-11-12,48,0,1.7160270880361175
315,2013-11-13,48,0,1.8031358885017421
316,2013-11-14,48,0,1.653539615564932
317,2013-11-15,48,0,1.5628220372572335
318,2013-11-16,48,0,2.236553657914861
319,2013-11-17,48,0,2.5696608615948673
320,2013-11-18,48,0,2.058374666157955
321,2013-11-19,48,0,1.5661512027491409
322,2013-11-20,48,0,1.7191243287897564
323,2013-11-21,48,0,1.6394793926247289
324,2013-11-22,48,0,1.6478574459058124
325,2013-11-23,48,0,2.1577830814107664
326,2013-11-24,48,0,2.633391838525669
327,2013-11-25,48,0,2.00423402617398
328,2013-11-26,48,0,1.8170624450307828
329,2013-11-27,48,0,1.8380373425966132
330,2013-11-28,48,0,1.6492666091458155
331,2013-11-29,48,0,2.430201597565614
332,2013-11-30,48,0,2.7400870406189557
333,2013-12-01,48,0,3.2689127738735015
334,2013-12-02,48,0,2.7819993771410774
335,2013-12-03,48,0,2.319986192613048
336,2013-12-04,48,0,2.1139745916515427
337,2013-12-05,48,0,3.9563953488372094
338,2013-12-06,48,0,2.422542735042735
339,2013-12-07,48,0,2.420216440248676
340,2013-12-08,48,0,2.8546448087431693
341,2013-12-09,48,0,4.021224773834377
342,2013-12-10,48,0,1.9332825009531072
343,2013-12-11,48,0,1.8875632682574115
344,2013-12-12,48,0,2.092963908129785
345,2013-12-13,48,0,1.7943652849740932
346,2013-12-14,48,0,2.0822413014008134
347,2013-12-15,48,0,2.5883402736466388
348,2013-12-16,48,0,2.3227442605445807
349,2013-12-17,48,0,2.0701603665521193
350,2013-12-18,48,0,1.9293240812130559
351,2013-12-19,48,0,1.7366148531951642
352,2013-12-20,48,0,1.8099858021769994
353,2013-12-21,48,0,2.2757258203057895
354,2013-12-22,48,0,2.431832694763729
355,2013-12-23,48,0,1.9761869763339703
356,2013-12-24,48,0,1.4589647411852964
357,2013-12-26,48,0,1.8638945694160418
358,2013-12-27,48,0,1.6165358194308146
359,2013-12-28,48,0,1.8401931961360773
360,2013-12-29,48,0,2.2995771670190277
361,2013-12-30,48,0,1.9677053824362607
362,2013-12-31,48,0,1.455160744500846
363,2014-01-02,48,0,2.5479000823497118
364,2014-01-03,48,0,2.356172839506173
365,2014-01-04,48,0,2.7524557956777995
366,2014-01-05,48,0,2.9897894065092534
367,2014-01-06,48,0,2.232992597814593
368,2014-01-07,48,0,2.014203454894434
369,2014-01-08,48,0,1.905918057663126
370,2014-01-09,48,0,1.8075980392156863
371,2014-01-10,48,0,1.811364514882103
372,2014-01-11,48,0,2.3007792207792206
373,2014-01-12,48,0,2.510609171800137
374,2014-01-13,48,0,1.8582145536384096
375,2014-01-14,48,0,1.7155765920826163
376,2014-01-15,48,0,1.7061083365347676
377,2014-01-16,48,0,1.6357717349674454
378,2014-01-17,48,0,1.749063670411985
379,2014-01-18,48,0,2.14312567132116
380,2014-01-19,48,0,2.4729920150305307
381,2014-01-20,48,0,1.7989556135770235
382,2014-01-21,48,0,1.7455523376086057
383,2014-01-22,48,0,1.7541049259110932
384,2014-01-23,48,0,1.8204283360790774
385,2014-01-24,48,0,1.645755071374906
386,2014-01-25,48,0,2.192454893384363
387,2014-01-26,48,0,2.581462016244625
388,2014-01-27,48,0,1.9963310232368527
389,2014-01-28,48,0,1.6256323777403034
390,2014-01-29,48,0,1.6796158882584025
391,2014-01-30,48,0,1.7830070803831737
392,2014-01-31,48,0,1.9050203527815468
393,2014-02-01,48,0,2.867324069923801
394,2014-02-02,48,0,2.768610816542948
395,2014-02-03,48,0,2.5103280680437425
396,2014-02-04,48,0,2.275647328744674
397,2014-02-05,48,0,2.060686895631877
398,2014-02-06,48,0,1.835958904109589
399,2014-02-07,48,0,1.9467353951890034
400,2014-02-08,48,0,2.2671285604311007
401,2014-02-09,48,0,2.4758689672418104
402,2014-02-10,48,0,2.0517875041764118
403,2014-02-11,48,0,1.7113713638080845
404,2014-02-12,48,0,1.7678812415654521
405,2014-02-13,48,0,1.555286800276434
406,2014-02-14,48,0,1.3711136235161108
407,2014-02-15,48,0,2.1072139303482587
408,2014-02-16,48,0,2.493366880146386
409,2014-02-17,48,0,2.0379880408019697
410,2014-02-18,48,0,1.7914353687549565
411,2014-02-19,48,0,1.6104580462099716
412,2014-02-20,48,0,1.5305105853051058
413,2014-02-21,48,0,1.8437146092865233
414,2014-02-22,48,0,2.1755
415,2014-02-23,48,0,2.442970822281167
416,2014-02-24,48,0,2.1252192213258505
417,2014-02-25,48,0,1.7951959544879899
418,2014-02-26,48,0,1.718918918918919
419,2014-02-27,48,0,1.628056628056628
420,2014-02-28,48,0,1.9046164290563476
421,2014-03-01,48,0,2.8448960523242235
422,2014-03-02,48,0,2.698644698378953
423,2014-03-03,48,0,2.7037974683544306
424,2014-03-04,48,0,3.090451055662188
425,2014-03-05,48,0,2.2867545076282942
426,2014-03-06,48,0,2.005246589716684
427,2014-03-07,48,0,2.052377670572019
428,2014-03-08,48,0,2.4106639323250447
429,2014-03-09,48,0,2.9497541158862517
430,2014-03-10,48,0,2.1294435857805256
431,2014-03-11,48,0,2.064880703223106
432,2014-03-12,48,0,1.8041237113402062
433,2014-03-13,48,0,1.6883398352839185
434,2014-03-14,48,0,1.698952879581152
435,2014-03-15,48,0,2.1990101588955455
436,2014-03-16,48,0,2.6669473684210527
437,2014-03-17,48,0,2.1659528907922914
438,2014-03-18,48,0,1.7148777455449649
439,2014-03-19,48,0,1.747011952191235
440,2014-03-20,48,0,1.693069306930693
441,2014-03-21,48,0,1.8503740648379052
442,2014-03-22,48,0,2.1942105263157896
443,2014-03-23,48,0,2.5739169271996425
444,2014-03-24,48,0,2.1432291666666665
445,2014-03-25,48,0,1.9389250814332248
446,2014-03-26,48,0,1.7563155849203265
447,2014-03-27,48,0,1.6881399317406143
448,2014-03-28,48,0,1.8039497307001795
449,2014-03-29,48,0,2.5682411583194873
450,2014-03-30,48,0,2.954222222222222
451,2014-03-31,48,0,2.5235940530058176
452,2014-04-01,48,0,2.565065224307986
453,2014-04-02,48,0,2.425333333333333
454,2014-04-03,48,0,2.082007776599505
455,2014-04-04,48,0,2.0721056194989846
456,2014-04-05,48,0,2.729190038142248
457,2014-04-06,48,0,2.8559636813867106
458,2014-04-07,48,0,2.315632260205775
459,2014-04-08,48,0,1.9050079491255962
460,2014-04-09,48,0,1.7349443805140008
461,2014-04-10,48,0,1.6047548291233285
462,2014-04-11,48,0,1.752771618625277
463,2014-04-12,48,0,2.177800100452034
464,2014-04-13,48,0,2.459050240880936
465,2014-04-14,48,0,1.8601325427275899
466,2014-04-15,48,0,1.8779527559055118
467,2014-04-16,48,0,2.0246305418719213
468,2014-04-17,48,0,1.6933505487411233
469,2014-04-18,48,0,1.9349462365591399
470,2014-04-19,48,0,2.092114610466493
471,2014-04-20,48,0,2.5340683572216096
472,2014-04-21,48,0,1.9562822719449227
473,2014-04-22,48,0,1.7459172047094569
474,2014-04-23,48,0,1.9571097372488409
475,2014-04-24,48,0,1.7238627294493216
476,2014-04-25,48,0,1.7851366961879092
477,2014-04-26,48,0,2.2744892613934
478,2014-04-27,48,0,2.539795278880301
479,2014-04-28,48,0,1.862708719851577
480,2014-04-29,48,0,1.8298310671611042
481,2014-04-30,48,0,1.9222264582539077
482,2014-05-01,48,0,2.888345195729537
483,2014-05-02,48,0,2.3752830799094142
484,2014-05-03,48,0,2.756854747337412
485,2014-05-04,48,0,3.08
486,2014-05-05,48,0,2.2695364238410596
487,2014-05-06,48,0,2.183937823834197
488,2014-05-07,48,0,2.151504548635409
489,2014-05-08,48,0,1.6171728533933258
490,2014-05-09,48,0,1.6965403624382207
491,2014-05-10,48,0,1.9983776110322449
492,2014-05-11,48,0,1.8657154846831725
493,2014-05-12,48,0,2.1300263059000377
494,2014-05-13,48,0,1.8041901692183724
495,2014-05-14,48,0,1.9716905901116428
496,2014-05-15,48,0,1.6176941553242594
497,2014-05-16,48,0,1.8499267935578332
498,2014-05-17,48,0,2.376456009913259
499,2014-05-18,48,0,2.69799213413372
500,2014-05-19,48,0,1.9490740740740742
501,2014-05-20,48,0,1.9625754527162977
502,2014-05-21,48,0,1.8044151820294345
503,2014-05-22,48,0,2.7197563098346387
504,2014-05-23,48,0,1.7548167737060825
505,2014-05-24,48,0,2.275260416666667
506,2014-05-25,48,0,2.5446914700544463
507,2014-05-26,48,0,1.9777950915465523
508,2014-05-27,48,0,1.702542372881356
509,2014-05-28,48,0,1.6752172114191146
510,2014-05-29,48,0,1.594583504308576
511,2014-05-30,48,0,1.8681399631675875
512,2014-05-31,48,0,2.713097713097713
513,2014-06-01,48,0,3.250597609561753
514,2014-06-02,48,0,2.8372313527180784
515,2014-06-03,48,0,2.437976437976438
516,2014-06-04,48,0,2.2744604316546764
517,2014-06-05,48,0,2.1857823378526935
518,2014-06-06,48,0,2.095021037868163
519,2014-06-07,48,0,2.4438383337465908
520,2014-06-08,48,0,2.8099333476671684
521,2014-06-09,48,0,2.1920903954802258
522,2014-06-10,48,0,1.8408619975134688
523,2014-06-11,48,0,1.7995217218015145
524,2014-06-12,48,0,1.6103948428686543
525,2014-06-13,48,0,1.6059850374064837
526,2014-06-14,48,0,2.1231116121758737
527,2014-06-15,48,0,1.897764380808842
528,2014-06-16,48,0,2.216850337717739
529,2014-06-17,48,12,1.839264294282287
530,2014-06-18,48,11,1.763702801461632
531,2014-06-19,48,13,1.7000828500414251
532,2014-06-20,48,18,1.57680608365019
533,2014-06-21,48,7,2.3421052631578947
534,2014-06-22,48,9,2.6166946509954427
535,2014-06-23,48,6,2.054778554778555
536,2014-06-24,48,8,1.8191945158526135
537,2014-06-25,48,6,1.6199158485273493
538,2014-06-26,48,8,1.5671514114627887
539,2014-06-27,48,4,1.7646607895745496
540,2014-06-28,48,9,2.3273081201334818
541,2014-06-29,48,7,2.7167034584253127
542,2014-06-30,48,5,2.2309292649098476
543,2014-07-01,48,6,3.0662162162162163
544,2014-07-02,48,3,2.6206685065930695
545,2014-07-03,48,5,2.373179817135117
546,2014-07-04,48,5,2.364346349745331
547,2014-07-05,48,13,2.8311332503113324
548,2014-07-06,48,11,3.020974289580514
549,2014-07-07,48,10,2.423372988103569
550,2014-07-08,48,6,2.169114728066693
551,2014-07-09,48,5,1.959918200408998
552,2014-07-10,48,8,1.877377579927155
553,2014-07-11,48,5,1.946544482626957
554,2014-07-12,48,5,2.155759870200108
555,2014-07-13,48,8,2.3960136375557304
556,2014-07-14,48,8,1.9918669131238447
557,2014-07-15,48,5,1.9817184643510055
558,2014-07-16,48,9,1.90443061149762
559,2014-07-17,48,7,1.633145009416196
560,2014-07-18,48,6,1.6270039187744922
561,2014-07-19,48,9,2.0831533477321815
562,2014-07-20,48,5,2.4474211316975465
563,2014-07-21,48,9,1.9387978142076503
564,2014-07-22,48,7,1.7920337035618537
565,2014-07-23,48,5,1.9357939254133025
566,2014-07-24,48,6,1.6817820206841687
567,2014-07-25,48,6,1.7236070381231672
568,2014-07-26,48,6,2.2772103880945433
569,2014-07-27,48,9,2.4372898888026895
570,2014-07-28,48,6,1.9074773413897281
571,2014-07-29,48,5,2.0049019607843137
572,2014-07-30,48,11,1.8937351308485328
573,2014-07-31,48,3,2.0486311239193085
574,2014-08-01,48,7,2.498945465501657
575,2014-08-02,48,3,2.8723603941811358
576,2014-08-03,48,3,2.986728599867286
577,2014-08-04,48,4,2.5043556623610694
578,2014-08-05,48,3,2.3680603152844415
579,2014-08-06,48,5,2.1547742157876595
580,2014-08-07,48,6,1.9545290508841573
581,2014-08-08,48,8,1.9503369989357928
582,2014-08-09,48,11,2.2910997732426304
583,2014-08-10,48,10,2.4622199062011463
584,2014-08-11,48,9,2.0945467422096318
585,2014-08-12,48,7,1.89938900203666
586,2014-08-13,48,10,1.806184012066365
587,2014-08-14,48,15,1.6773223016171492
588,2014-08-15,48,9,1.8179401993355482
589,2014-08-16,48,9,2.1008492569002124
590,2014-08-17,48,10,2.4215478710891554
591,2014-08-18,48,7,1.9440186604465177
592,2014-08-19,48,7,1.826699542092286
593,2014-08-20,48,4,1.8442126514131898
594,2014-08-21,48,9,1.6942238267148015
595,2014-08-22,48,10,1.6847240915208614
596,2014-08-23,48,7,2.111756935270806
597,2014-08-24,48,16,2.1791081547179108
598,2014-08-25,48,7,1.8949187694434844
599,2014-08-26,48,19,1.8411901081916537
600,2014-08-27,48,10,1.7504507753335738
601,2014-08-28,48,6,1.6209957545349285
602,2014-08-29,48,3,1.9188243526941917
603,2014-08-30,48,2,2.3324730173627404
604,2014-08-31,48,2,2.8812421317666805
605,2014-09-01,48,0,2.8170697012802277
606,2014-09-02,48,5,2.6734113183686374
607,2014-09-03,48,1,2.2210730446024565
608,2014-09-04,48,3,2.170487106017192
609,2014-09-05,48,3,2.1525249055307456
610,2014-09-06,48,1,2.51084168803917
611,2014-09-07,48,0,2.877499514657348
612,2014-09-08,48,4,2.0905485789821547
613,2014-09-09,48,6,1.8488053270661966
614,2014-09-10,48,6,1.9630044843049328
615,2014-09-11,48,1,1.7432703897147448
616,2014-09-12,48,13,1.6442417331813
617,2014-09-13,48,4,2.1260130718954247
618,2014-09-14,48,7,2.3225596529284167
619,2014-09-15,48,6,1.948421052631579
620,2014-09-16,48,3,1.8194710617094672
621,2014-09-17,48,1,1.844155844155844
622,2014-09-18,48,2,1.3693398799781777
623,2014-09-19,48,4,1.71
624,2014-09-20,48,5,2.339867617107943
625,2014-09-21,48,4,2.462379702537183
626,2014-09-22,48,3,2.0248681235870385
627,2014-09-23,48,2,2.1301612268973655
628,2014-09-24,48,4,1.7648198372723751
629,2014-09-25,48,15,1.6241258741258742
630,2014-09-26,48,1,1.8375051292572835
631,2014-09-27,48,5,2.2907431551499347
632,2014-09-28,48,3,2.5653201547056295
633,2014-09-29,48,1,1.9960411718131432
634,2014-09-30,48,3,2.409056316590563
635,2014-10-01,48,3,2.8991569390402074
636,2014-10-02,48,3,2.551591465547394
637,2014-10-03,48,9,2.315483870967742
638,2014-10-04,48,3,3.2200415608404525
639,2014-10-05,48,3,3.2375395569620253
640,2014-10-06,48,4,2.2057142857142855
641,2014-10-07,48,4,2.1150278293135436
642,2014-10-08,48,11,1.8822408536585367
643,2014-10-09,48,2,1.7966609589041096
